ts_iso,ts_ms,close,eq_supertrend,eq_bb_squeeze,eq_sma_trend,eq_sma_cross,eq_donchian,eq_trend_200,eq_rsi_revert,eq_macd,eq_keltner,eq_pctb_revert,eq_roc_mom,eq_obv_slope,in_supertrend,in_bb_squeeze,in_sma_trend,in_sma_cross,in_donchian,in_trend_200,in_rsi_revert,in_macd,in_keltner,in_pctb_revert,in_roc_mom,in_obv_slope
2026-08-22T17:00:00+00:00,1787418000000,11.725,1000.0,1000.0,1000.0,1000.0,998.5007,998.5007,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,1,1,0,0,0,0,0,0
2026-08-22T18:00:00+00:00,1787421600000,11.701,1000.0,1000.0,1000.0,1000.0,996.4569,996.4569,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,1,1,0,0,0,0,0,0
2026-08-23T05:00:00+00:00,1787461200000,11.128,1000.0,1000.0,1000.0,1000.0,946.2392,947.6602,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,1,0,0,0,0,0,0
2026-08-24T18:00:00+00:00,1787594400000,11.571,1000.0,1000.0,998.5007,998.5007,944.8206,985.3861,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,1,1,1,0,0,0,0,0,0
2026-08-24T18:00:00+00:00,1787594400000,11.571,1000.0,1000.0,998.5007,998.5007,944.8206,985.3861,1000.0,1000.0,1000.0,1000.0,998.5007,1000.0,0,0,1,1,1,1,0,0,0,0,1,0
2026-08-24T19:00:00+00:00,1787598000000,11.556,1000.0,1000.0,997.2063,997.2063,943.5958,984.1087,1000.0,1000.0,1000.0,1000.0,997.2063,1000.0,0,0,1,1,1,1,0,0,0,0,1,0
2026-08-24T20:00:00+00:00,1787601600000,11.598,1000.0,1000.0,1000.8307,1000.8307,947.0252,987.6854,1000.0,1000.0,1000.0,1000.0,1000.8307,1000.0,0,0,1,1,1,1,0,0,0,0,1,0
2026-08-24T21:00:00+00:00,1787605200000,11.642,1000.0,1000.0,1004.6276,1004.6276,950.618,991.4325,1000.0,998.5007,1000.0,1000.0,1004.6276,1000.0,0,0,1,1,1,1,0,1,0,0,1,0
2026-08-24T22:00:00+00:00,1787608800000,11.614,1000.0,1000.0,1002.2114,1002.2114,948.3317,989.048,1000.0,996.0993,1000.0,1000.0,1002.2114,1000.0,0,0,1,1,1,1,0,1,0,0,1,0
2026-08-24T23:00:00+00:00,1787612400000,11.629,1000.0,1000.0,1003.5058,1003.5058,949.5565,990.3254,1000.0,997.3858,1000.0,1000.0,1003.5058,1000.0,0,0,1,1,1,1,0,1,0,0,1,0
2026-08-25T00:00:00+00:00,1787616000000,11.733,1000.0,1000.0,1012.4803,1012.4803,958.0486,999.182,1000.0,1006.3056,1000.0,1000.0,1012.4803,1000.0,0,0,1,1,1,1,0,1,0,0,1,0
2026-08-25T01:00:00+00:00,1787619600000,11.779,1000.0,1000.0,1016.4498,1016.4498,961.8046,1003.0994,1000.0,1010.2508,1000.0,1000.0,1016.4498,998.5007,0,0,1,1,1,1,0,1,0,0,1,1
2026-08-25T02:00:00+00:00,1787623200000,11.814,1000.0,1000.0,1019.47,1019.47,964.6625,1006.08,1000.0,1013.2527,1000.0,1000.0,1019.47,1001.4677,0,0,1,1,1,1,0,1,0,0,1,1
2026-08-25T03:00:00+00:00,1787626800000,11.748,1000.0,1000.0,1013.7747,1013.7747,959.2734,1000.4594,1000.0,1007.5921,1000.0,1000.0,1013.7747,995.8729,0,0,1,1,1,1,0,1,0,0,1,1
