ts_iso,ts_ms,close,eq_supertrend,eq_bb_squeeze,eq_sma_trend,eq_sma_cross,eq_donchian,eq_trend_200,eq_rsi_revert,eq_macd,eq_keltner,eq_pctb_revert,eq_roc_mom,eq_obv_slope,in_supertrend,in_bb_squeeze,in_sma_trend,in_sma_cross,in_donchian,in_trend_200,in_rsi_revert,in_macd,in_keltner,in_pctb_revert,in_roc_mom,in_obv_slope
2026-08-24T18:00:00+00:00,1787594400000,268.8,998.5007,1000.0,998.5007,998.5007,998.5007,998.5007,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,1,1,1,1,0,0,0,0,0,0
2026-08-24T18:00:00+00:00,1787594400000,268.8,998.5007,1000.0,998.5007,998.5007,998.5007,998.5007,1000.0,1000.0,1000.0,1000.0,998.5007,998.5007,1,0,1,1,1,1,0,0,0,0,1,1
2026-08-24T19:00:00+00:00,1787598000000,270.0,1002.9583,1000.0,1002.9583,1002.9583,1002.9583,1002.9583,1000.0,1000.0,1000.0,1000.0,1002.9583,1002.9583,1,0,1,1,1,1,0,0,0,0,1,1
2026-08-24T20:00:00+00:00,1787601600000,270.5,1004.8157,1000.0,1004.8157,1004.8157,1004.8157,1004.8157,1000.0,1000.0,1000.0,1000.0,1004.8157,1004.8157,1,0,1,1,1,1,0,0,0,0,1,1
2026-08-24T21:00:00+00:00,1787605200000,272.0,1010.3877,1000.0,1010.3877,1010.3877,1010.3877,1010.3877,1000.0,1000.0,1000.0,1000.0,1010.3877,1010.3877,1,0,1,1,1,1,0,0,0,0,1,1
2026-08-24T22:00:00+00:00,1787608800000,271.2,1007.4159,1000.0,1007.4159,1007.4159,1007.4159,1007.4159,1000.0,1000.0,1000.0,1000.0,1007.4159,1007.4159,1,0,1,1,1,1,0,0,0,0,1,1
2026-08-24T23:00:00+00:00,1787612400000,271.0,1006.673,1000.0,1005.1635,1005.1635,1006.673,1006.673,1000.0,1000.0,1000.0,1000.0,1006.673,1006.673,1,0,0,0,1,1,0,0,0,0,1,1
2026-08-25T00:00:00+00:00,1787616000000,275.3,1022.646,1000.0,1005.1635,1005.1635,1022.646,1022.646,1000.0,998.5007,1000.0,1000.0,1022.646,1022.646,1,0,0,0,1,1,0,1,0,0,1,1
2026-08-25T01:00:00+00:00,1787619600000,275.2,1022.2746,1000.0,1005.1635,1005.1635,1022.2746,1022.2746,1000.0,998.1381,1000.0,1000.0,1022.2746,1022.2746,1,0,0,0,1,1,0,1,0,0,1,1
2026-08-25T02:00:00+00:00,1787623200000,278.1,1033.0471,1000.0,1005.1635,1005.1635,1033.0471,1033.0471,1000.0,1008.6562,1000.0,1000.0,1033.0471,1033.0471,1,0,0,0,1,1,0,1,0,0,1,1
