ts_iso,ts_ms,close,eq_supertrend,eq_bb_squeeze,eq_sma_trend,eq_sma_cross,eq_donchian,eq_trend_200,eq_rsi_revert,eq_macd,eq_keltner,eq_pctb_revert,eq_roc_mom,eq_obv_slope,in_supertrend,in_bb_squeeze,in_sma_trend,in_sma_cross,in_donchian,in_trend_200,in_rsi_revert,in_macd,in_keltner,in_pctb_revert,in_roc_mom,in_obv_slope
2026-08-23T05:00:00+00:00,1787461200000,5.25e-06,998.5007,1000.0,1000.0,1000.0,1000.0,998.5007,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,0,0,0,0,0
2026-08-24T18:00:00+00:00,1787594400000,5.44e-06,1034.637,1000.0,1000.0,1000.0,1000.0,1034.637,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,0,0,0,0,0
2026-08-24T18:00:00+00:00,1787594400000,5.44e-06,1034.637,1000.0,1000.0,1000.0,1000.0,1034.637,1000.0,1000.0,1000.0,1000.0,1000.0,998.5007,1,0,0,0,0,1,0,0,0,0,0,1
2026-08-24T19:00:00+00:00,1787598000000,5.45e-06,1036.5389,1000.0,1000.0,1000.0,1000.0,1036.5389,1000.0,998.5007,1000.0,1000.0,1000.0,1000.3362,1,0,0,0,0,1,0,1,0,0,0,1
2026-08-24T20:00:00+00:00,1787601600000,5.48e-06,1042.2446,1000.0,998.5007,998.5007,1000.0,1042.2446,1000.0,1003.9971,1000.0,1000.0,1000.0,1005.8427,1,0,1,1,0,1,0,1,0,0,0,1
2026-08-24T21:00:00+00:00,1787605200000,5.48e-06,1042.2446,1000.0,997.0035,997.0035,1000.0,1042.2446,1000.0,1003.9971,1000.0,1000.0,1000.0,1005.8427,1,0,0,0,0,1,0,1,0,0,0,1
2026-08-24T22:00:00+00:00,1787608800000,5.43e-06,1032.7351,1000.0,997.0035,997.0035,1000.0,1032.7351,1000.0,994.8365,1000.0,1000.0,1000.0,996.6653,1,0,0,0,0,1,0,1,0,0,0,1
2026-08-24T23:00:00+00:00,1787612400000,5.47e-06,1040.3427,1000.0,997.0035,997.0035,1000.0,1040.3427,1000.0,1002.165,1000.0,1000.0,1000.0,1004.0072,1,0,0,0,0,1,0,1,0,0,0,1
2026-08-25T00:00:00+00:00,1787616000000,5.52e-06,1049.8522,1000.0,995.5087,995.5087,1000.0,1049.8522,1000.0,1011.3255,1000.0,1000.0,1000.0,1013.1846,1,0,1,1,0,1,0,1,0,0,0,1
2026-08-25T01:00:00+00:00,1787619600000,5.54e-06,1053.656,1000.0,999.1157,999.1157,1000.0,1053.656,1000.0,1014.9898,1000.0,1000.0,998.5007,1016.8555,1,0,1,1,0,1,0,1,0,0,1,1
