ts_iso,ts_ms,close,eq_supertrend,eq_bb_squeeze,eq_sma_trend,eq_sma_cross,eq_donchian,eq_trend_200,eq_rsi_revert,eq_macd,eq_keltner,eq_pctb_revert,eq_roc_mom,eq_obv_slope,in_supertrend,in_bb_squeeze,in_sma_trend,in_sma_cross,in_donchian,in_trend_200,in_rsi_revert,in_macd,in_keltner,in_pctb_revert,in_roc_mom,in_obv_slope
2026-08-24T18:00:00+00:00,1787594400000,7.76,1000.0,1000.0,1000.0,1000.0,1000.0,998.5007,1000.0,998.5007,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,1,0,1,0,0,0,0
2026-08-24T19:00:00+00:00,1787598000000,7.74,1000.0,1000.0,1000.0,1000.0,1000.0,995.9273,1000.0,995.9273,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,1,0,1,0,0,0,0
2026-08-24T20:00:00+00:00,1787601600000,7.79,1000.0,1000.0,1000.0,1000.0,1000.0,1002.3609,1000.0,1002.3609,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,1,0,1,0,0,0,0
2026-08-24T21:00:00+00:00,1787605200000,7.8,1000.0,1000.0,1000.0,1000.0,1000.0,1003.6477,1000.0,1003.6477,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,1,0,1,0,0,0,0
2026-08-24T22:00:00+00:00,1787608800000,7.73,1000.0,1000.0,1000.0,1000.0,1000.0,993.1491,1000.0,994.6406,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,1,0,0,0,0
2026-08-24T23:00:00+00:00,1787612400000,7.76,1000.0,1000.0,1000.0,1000.0,1000.0,993.1491,1000.0,998.5007,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,0,0,1,0,0,0,0
2026-08-25T00:00:00+00:00,1787616000000,7.85,1000.0,1000.0,1000.0,1000.0,1000.0,991.6601,1000.0,1010.0813,1000.0,1000.0,1000.0,1000.0,0,0,0,0,0,1,0,1,0,0,0,0
2026-08-25T01:00:00+00:00,1787619600000,7.84,1000.0,1000.0,1000.0,1000.0,1000.0,990.3969,1000.0,1008.7946,1000.0,1000.0,998.5007,1000.0,0,0,0,0,0,1,0,1,0,0,1,0
2026-08-25T02:00:00+00:00,1787623200000,7.91,1000.0,1000.0,1000.0,1000.0,1000.0,999.2397,1000.0,1017.8017,1000.0,1000.0,1007.4159,998.5007,0,0,0,0,0,1,0,1,0,0,1,1
2026-08-25T03:00:00+00:00,1787626800000,7.96,1000.0,998.5007,998.5007,998.5007,998.5007,1005.556,1000.0,1024.2353,1000.0,1000.0,1013.7839,1004.8124,0,1,1,1,1,1,0,1,0,0,1,1
2026-08-25T04:00:00+00:00,1787630400000,8.01,1000.0,1004.7727,1004.7727,1004.7727,1004.7727,1011.8723,1000.0,1030.6689,1000.0,1000.0,1020.1519,1011.124,0,1,1,1,1,1,0,1,0,0,1,1
2026-08-25T05:00:00+00:00,1787634000000,8.09,1000.0,1014.8079,1014.8079,1014.8079,1014.8079,1021.9784,1000.0,1040.9628,998.5007,1000.0,1030.3407,1021.2226,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-25T06:00:00+00:00,1787637600000,7.95,1000.0,997.2464,997.2464,997.2464,997.2464,1004.2927,1000.0,1022.9486,981.2214,1000.0,1012.5103,1003.5501,0,1,1,1,1,1,0,1,1,0,1,1
