ts_iso,ts_ms,symbol,strategy,side,price,qty,notional,fee
2026-08-25T00:00:00+00:00,1787616000000,APT/USDT,macd,BUY,0.613,1628.87561113,998.5007,0.998501
2026-08-25T09:00:00+00:00,1787648400000,APT/USDT,macd,SELL,0.6,0.0,975.8599,0.97586
2026-08-25T11:00:00+00:00,1787655600000,APT/USDT,pctb_revert,BUY,0.596,1675.33682823,998.5007,0.998501
