ts_iso,ts_ms,close,eq_supertrend,eq_bb_squeeze,eq_sma_trend,eq_sma_cross,eq_donchian,eq_trend_200,eq_rsi_revert,eq_macd,eq_keltner,eq_pctb_revert,eq_roc_mom,eq_obv_slope,in_supertrend,in_bb_squeeze,in_sma_trend,in_sma_cross,in_donchian,in_trend_200,in_rsi_revert,in_macd,in_keltner,in_pctb_revert,in_roc_mom,in_obv_slope
2026-08-24T18:00:00+00:00,1787594400000,0.1711,1000.0,998.5007,998.5007,998.5007,998.5007,998.5007,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,1,1,1,1,1,0,0,0,0,0,0
2026-08-24T18:00:00+00:00,1787594400000,0.1711,1000.0,998.5007,998.5007,998.5007,998.5007,998.5007,1000.0,998.5007,998.5007,1000.0,998.5007,998.5007,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-24T19:00:00+00:00,1787598000000,0.1725,1000.0,1006.6708,1006.6708,1006.6708,1006.6708,1006.6708,1000.0,1006.6708,1006.6708,1000.0,1006.6708,1006.6708,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-24T20:00:00+00:00,1787601600000,0.1739,1000.0,1014.8409,1014.8409,1014.8409,1014.8409,1014.8409,1000.0,1014.8409,1014.8409,1000.0,1014.8409,1014.8409,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-24T21:00:00+00:00,1787605200000,0.1736,1000.0,1013.0902,1013.0902,1013.0902,1013.0902,1013.0902,1000.0,1013.0902,1013.0902,1000.0,1013.0902,1013.0902,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-24T22:00:00+00:00,1787608800000,0.1724,1000.0,1006.0873,1006.0873,1006.0873,1006.0873,1006.0873,1000.0,1006.0873,1006.0873,1000.0,1006.0873,1006.0873,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-24T23:00:00+00:00,1787612400000,0.1737,1000.0,1013.6738,1013.6738,1013.6738,1013.6738,1013.6738,1000.0,1013.6738,1013.6738,1000.0,1013.6738,1013.6738,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-25T00:00:00+00:00,1787616000000,0.1752,1000.0,1022.4274,1022.4274,1022.4274,1022.4274,1022.4274,1000.0,1022.4274,1022.4274,1000.0,1022.4274,1022.4274,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-25T01:00:00+00:00,1787619600000,0.1753,1000.0,1023.011,1023.011,1023.011,1023.011,1023.011,1000.0,1023.011,1023.011,1000.0,1023.011,1023.011,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-25T02:00:00+00:00,1787623200000,0.1763,1000.0,1028.8468,1028.8468,1028.8468,1028.8468,1028.8468,1000.0,1028.8468,1028.8468,1000.0,1028.8468,1028.8468,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-25T03:00:00+00:00,1787626800000,0.1759,1000.0,1026.5125,1026.5125,1026.5125,1026.5125,1026.5125,1000.0,1026.5125,1026.5125,1000.0,1026.5125,1026.5125,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-25T04:00:00+00:00,1787630400000,0.1754,1000.0,1023.5946,1023.5946,1023.5946,1023.5946,1023.5946,1000.0,1023.5946,1023.5946,1000.0,1023.5946,1023.5946,0,1,1,1,1,1,0,1,1,0,1,1
2026-08-25T05:00:00+00:00,1787634000000,0.1789,1000.0,1044.0198,1044.0198,1044.0198,1044.0198,1044.0198,1000.0,1044.0198,1044.0198,1000.0,1044.0198,1044.0198,0,1,1,1,1,1,0,1,1,0,1,1
