ts_iso,ts_ms,symbol,strategy,side,price,qty,notional,fee
2026-08-22T17:00:00+00:00,1787418000000,SUI/USDT,donchian,BUY,0.8335,1197.96130729,998.5007,0.998501
2026-08-22T17:00:00+00:00,1787418000000,SUI/USDT,trend_200,BUY,0.8335,1197.96130729,998.5007,0.998501
2026-08-23T05:00:00+00:00,1787461200000,SUI/USDT,donchian,SELL,0.7851,0.0,939.1091,0.939109
2026-08-24T18:00:00+00:00,1787594400000,SUI/USDT,trend_200,SELL,0.8036,0.0,961.2382,0.961238
2026-08-25T02:00:00+00:00,1787623200000,SUI/USDT,trend_200,BUY,0.8198,1170.76973486,959.797,0.959797
2026-08-25T02:00:00+00:00,1787623200000,SUI/USDT,macd,BUY,0.8198,1217.98090952,998.5007,0.998501
2026-08-25T06:00:00+00:00,1787637600000,SUI/USDT,trend_200,SELL,0.8157,0.0,953.5649,0.953565
2026-08-25T08:00:00+00:00,1787644800000,SUI/USDT,macd,SELL,0.8047,0.0,978.6396,0.97864
